aad	xaa1 xas
ontweiden	xbh1 xan xas xbq xbk0 xai xac xbj0 xan
ontweien	xbh1 xan xas xbq xbk0 xai xbj0 xan
ontwekken	xbh1 xan xas xbq xbk0 xak xbj0 xan
ontweldigen	xbh1 xan xas xbq xbk0 xal xac xbj0 xax xbj0 xan
ontwellen	xbh1 xan xas xbq xbk0 xal xbj0 xan
ontwennen	xbh1 xan xas xbq xbk0 xan xbj0 xan
ontwenning	xbh1 xan xas xbq xbk0 xan xbo0 xbd
ontwenningsverschijnsel	xbh1 xan xas xbq xbk0 xan xbo0 xbd xar xae xbj0 xaq xar xax xbk0 xai xan xar xbj0 xal
ontwerpen	xbh1 xan xas xbq xbk0 xaq xap xbj0 xan
ontwijden	xbh1 xan xas xbq xbk0 xai xac xbj0 xan
ontwijken	xbh1 xan xas xbq xbk0 xai xak xbj0 xan
ontwijzen	xbh1 xan xas xbq xbk0 xai xbb xbj0 xan
ontwikkelen	xbh1 xan xas xbq xbo0 xak xbj0 xal xbj0 xan
ontwikkeling	xbh1 xan xas xbq xbo0 xak xbj0 xal xbo0 xbd
ontwikkelingsland	xbh1 xan xas xbq xbo0 xak xbj0 xal xbo0 xbd xar xal xbg0 xan xas
ontwinden	xbh1 xan xas xbq xbo0 xan xac xbj0 xan
ontwinnen	xbh1 xan xas xbq xbo0 xan xbj0 xan
ontwoekeren	xbh1 xan xas xbq xat0 xak xbj0 xaq xbj0 xan
ontwoelen	xbh1 xan xas xbq xat0 xal xbj0 xan
ontwormen	xbh1 xan xas xbq xbh0 xaq xam xbj0 xan
ontworstelen	xbh1 xan xas xbq xbh0 xaq xar xas xbj0 xal xbj0 xan
ontwortelen	xbh1 xan xas xbq xbh0 xaq xas xbj0 xal xbj0 xan
ontwouden	xbh1 xan xas xbq xbg0 xav xac xbj0 xan
ontwrichten	xbh1 xan xas xaw xaq xbo0 xax xas xbj0 xan
ontwringen	xbh1 xan xas xaw xaq xbo0 xbd xbj0 xan
ontzadelen	xbh1 xan xas xbb xaa0 xac xbj0 xal xbj0 xan
ontzamelen	xbh1 xan xas xbb xaa0 xam xbj0 xal xbj0 xan
ontzameling	xbh1 xan xas xbb xaa0 xam xbj0 xal xbo0 xbd
ontzanden	xbh1 xan xas xbb xbg0 xan xac xbj0 xan
ontzegelen	xbh1 xan xas xbb xad0 xbn xbj0 xal xbj0 xan
ontzeggen	xbh1 xan xas xbb xbk0 xbn xbj0 xan
ontzegging	xbh1 xan xas xbb xbk0 xbn xbo0 xbd
ontzeilen	xbh1 xan xas xbb xbk0 xai xal xbj0 xan
ontzengen	xbh1 xan xas xbb xbk0 xbd xbj0 xan
ontzenuwen	xbh1 xan xas xbb xad0 xan xay0 xav xbj0 xan
ontzetten	xbh1 xan xas xbb xbk0 xas xbj0 xan
ontzielen	xbh1 xan xas xbb xag0 xal xbj0 xan
ontzien	xbh1 xan xas xbb xag0 xan
ontzingen	xbh1 xan xas xbb xbo0 xbd xbj0 xan
ontzinken	xbh1 xan xas xbb xbo0 xbd xak xbj0 xan
ontzinnen	xbh1 xan xas xbb xbo0 xan xbj0 xan
ontzoeten	xbh1 xan xas xbb xat0 xas xbj0 xan
ontzorgen	xbh1 xan xas xbb xbh0 xaq xbn xbj0 xan
ontzouten	xbh1 xan xas xbb xbg0 xav xas xbj0 xan
ontzuigen	xbh1 xan xas xbb xbe0 xba xbn xbj0 xan
ontzuilen	xbh1 xan xas xbb xbe0 xba xal xbj0 xan
ontzuiling	xbh1 xan xas xar xbe0 xba xal xbo0 xbd
ontzuren	xbh1 xan xas xbb xay0 xaq xbj0 xan
ontzwachtelen	xbh1 xan xas xbb xbq xbg0 xax xas xbj0 xal xbj0 xan
ontzwangeren	xbh1 xan xas xbb xbq xbg0 xbd xbj0 xaq xbj0 xan
ontzwavelen	xbh1 xan xas xbb xbq xaa0 xaw xbj0 xal xbj0 xan
ontzwellen	xbh1 xan xas xbb xbq xbk0 xal xbj0 xan
ontzwemmen	xbh1 xan xas xbb xbq xbk0 xam xbj0 xan
ontzwerven	xbh1 xan xas xbb xbq xbk0 xaq xaw xbj0 xan
ontzweven	xbh1 xan xas xbb xbq xad0 xaw xbj0 xan
onuitblusbaar	xbh1 xan xbe0 xba xas xab xal xbr0 xar xab xaa0 xaq
onuitputtelijk	xbh1 xan xbe0 xba xas xap xbr0 xas xbj0 xal xbj0 xak
onuitroeibaar	xbh1 xan xbe0 xba xas xaq xat0 xai xab xaa0 xaq
onuitspreekbaar	xbh1 xan xbe0 xba xas xar xap xaq xad0 xak xab xaa0 xaq
onuitspreekbaarheid	xbh1 xan xbe0 xba xas xar xap xaq xad0 xak xab xaa0 xaq xaf xbk0 xai xas
onuitstaanbaar	xbh1 xan xbe0 xba xas xar xas xaa0 xan xab xaa0 xaq
onuitstaanbare	xbh1 xan xbe0 xba xas xar xas xaa0 xan xab xaa0 xaq xbj0
onuitvoerbaar	xbh1 xan xbe0 xba xas xaw xat0 xaq xab xaa0 xaq
onvatbaar	xbh1 xan xaw xbg0 xas xab xaa0 xaq
onveranderbaar	xbh1 xan xaw xbj0 xaq xbg0 xan xac xbj0 xaq xab xaa0 xaq
onveranderd	xbh1 xan xaw xbj0 xaq xbg0 xan xac xbj0 xaq xas
onveranderlijk	xbh1 xan xaw xbj0 xaq xbg0 xan xac xbj0 xaq xal xbj0 xak
onverantwoord	xbh1 xan xaw xbj0 xaq xbg0 xan xas xbq xao0 xaq xas
onverantwoordelijk	xbh1 xan xaw xbj0 xaq xbg0 xan xas xbq xao0 xaq xac xbj0 xal xbj0 xak
onverdeelbaar	xbh1 xan xaw xbj0 xaq xac xad0 xal xab xaa0 xaq
onverdienstelijk	xbh1 xan xaw xbj0 xaq xac xag0 xan xar xas xbj0 xal xbj0 xak
onverdoofd	xbh1 xan xaw xbj0 xaq xac xao0 xae xas
onverdroten	xbh1 xan xaw xbj0 xaq xac xaq xao0 xas xbj0 xan
onvergetelijk	xbh1 xan xaw xbj0 xaq xbn xad0 xas xbj0 xal xbj0 xak
onvergetelijke	xbh1 xan xaw xbj0 xaq xbn xad0 xas xbj0 xal xbj0 xak xbj0
onverhoeds	xbh1 xan xaw xbj0 xaq xaf xat0 xas xar
onverifieerbaar	xbh1 xan xaw xbk0 xaq xag0 xae xag0 xaj xad0 xaq xab xaa0 xaq
onverklaarbaar	xbh1 xan xaw xbj0 xaq xak xal xaa0 xaq xab xaa0 xaq
onverkoopbaar	xbh1 xan xaw xbj0 xaq xak xao0 xap xab xaa0 xaq
onverlaat	xbh1 xan xaw xbj0 xaq xal xaa0 xas
onvermijdelijk	xbh1 xan xaw xbj0 xaq xam xbk0 xai xac xbj0 xal xbj0 xak
onvermijdelijkheid	xbh1 xan xaw xbj0 xaq xam xbk0 xai xac xbj0 xal xbj0 xak xaf xbk0 xai xas
onverminderd	xbh1 xan xaw xbj0 xaq xam xbo0 xan xac xbj0 xaq xas
onvermogen	xbh1 xan xaw xbj0 xaq xam xao0 xbn xbj0 xan
onvermogend	xbh1 xan xaw xbj0 xaq xam xao0 xbn xbj0 xan xas
onvermurwbaar	xbh1 xan xaw xbj0 xaq xam xbr0 xaq xaw xab xaa0 xaq
onvermurwbaarheid	xbh1 xan xaw xbj0 xaq xam xbr0 xaq xaw xab xaa0 xaq xaf xbk0 xai xas
onverrichterzake	xbh1 xan xaw xbj0 xaq xbo0 xax xas xbj0 xaq xbb xaa0 xak xbj0
onverschilligheid	xbh1 xan xaw xbj0 xaq xar xax xbo0 xal xbj0 xax xaf xbk0 xai xas
onverstoorbaar	xbh1 xan xaw xbj0 xaq xar xas xao0 xaq xab xaa0 xaq
onverstoorbaarheid	xbh1 xan xaw xbj0 xaq xar xas xao0 xaq xab xaa0 xaq xaf xbk0 xai xas
onvertaalbaar	xbh1 xan xaw xbj0 xaq xas xaa0 xal xab xaa0 xaq
onvertaalbaarheden	xbh1 xan xaw xbj0 xaq xas xaa0 xal xab xaa0 xaq xaf xad0 xac xbj0 xan
onvertaalbaarheid	xbh1 xan xaw xbj0 xaq xas xaa0 xal xab xaa0 xaq xaf xbk0 xai xas
onverteerbaar	xbh1 xan xaw xbj0 xaq xas xad0 xaq xab xaa0 xaq
onvervaard	xbh1 xan xaw xbj0 xaq xaw xaa0 xaq xas
onvervangbaar	xbh1 xan xaw xbj0 xaq xaw xbg0 xbd xab xaa0 xaq
onverveerd	xbh1 xan xaw xbj0 xaq xaw xad0 xaq xas
onverwacht	xbh1 xan xaw xbj0 xaq xbq xbg0 xax xas
onverzekerbaar	xbh1 xan xaw xbj0 xaq xbb xad0 xak xbj0 xaq xab xaa0 xaq
onverzettelijk	xbh1 xan xaw xbj0 xaq xbb xbk0 xas xbj0 xal xbj0 xak
onverzettelijkheid	xbh1 xan xaw xbj0 xaq xbb xbk0 xas xbj0 xal xbj0 xak xaf xbk0 xai xas
onvindbaar	xbh1 xan xaw xbo0 xan xas xab xaa0 xaq
onvoldoend	xbh1 xan xaw xbh0 xal xac xat0 xan xas
onvoldoende	xbh1 xan xaw xbh0 xal xac xat0 xan xac xbj0
onvolledig	xbh1 xan xaw xbh0 xal xad0 xac xbj0 xax
onvolmaakt	xbh1 xan xaw xbh0 xal xam xaa0 xak xas
onvolmaaktheid	xbh1 xan xaw xbh0 xal xam xaa0 xak xas xaf xbk0 xai xas
onvolwassen	xbh1 xan xaw xbh0 xal xbq xbg0 xar xbj0 xan
onvoorspelbaar	xbh1 xan xaw xao0 xaq xar xap xbk0 xal xab xaa0 xaq
onvoorzienbaar	xbh1 xan xaw xao0 xaq xbb xag0 xan xab xaa0 xaq
onvriendelijk	xbh1 xan xaw xaq xag0 xan xac xbj0 xal xbj0 xak
onvriendelijkheid	xbh1 xan xaw xaq xag0 xan xac xbj0 xal xbj0 xak xaf xbk0 xai xas
onwaar	xbh1 xan xbq xaa0 xaq
onwaardig	xbh1 xan xbq xaa0 xaq xac xbj0 xax
onwaarschijnlijk	xbh1 xan xbq xaa0 xaq xar xax xbk0 xai xan xal xbj0 xak
onweder	xbh1 xan xbq xad0 xac xbj0 xaq
onweer	xbh1 xan xbq xad0 xaq
onweerlegbaar	xbh1 xan xbq xad0 xaq xal xbk0 xax xab xaa0 xaq
onweersbeestje	xbh1 xan xbq xad0 xaq xar xab xad0 xar xas xaj xbj0
onweerstaanbaar	xbh1 xan xbq xad0 xaq xar xas xaa0 xan xab xaa0 xaq
onweerswolk	xbh1 xan xbq xad0 xaq xar xbq xbh0 xal xak
onweetbaar	xbh1 xan xbq xad0 xas xab xaa0 xaq
onwel	xbh1 xan xbq xbk0 xal
onwennig	xbh1 xan xbq xbk0 xan xbj0 xax
onweren	xbh1 xan xbq xad0 xaq xbj0 xan
onwerkelijk	xbh1 xan xbq xbk0 xaq xak xbj0 xal xbj0 xak
onwetend	xbh1 xan xbq xad0 xas xbj0 xan xas
onwetendheid	xbh1 xan xbq xad0 xas xbj0 xan xas xaf xbk0 xai xas
onwrikbaar	xbh1 xan xaw xaq xbo0 xak xab xaa0 xaq
onze	xbh1 xan xbb xbj0
onzen	xbh1 xan xbb xbj0 xan
onzer	xbh1 xan xbb xbj0 xaq
onzerzijds	xbh1 xan xbb xbj0 xaq xbb xbk0 xai xas xar
onzes	xbh1 xan xbb xbj0 xar
onzichtbaar	xbh1 xan xbb xbo0 xax xas xab xaa0 xaq
onzichtbaarheid	xbh1 xan xbb xbo0 xax xas xab xaa0 xaq xaf xbk0 xai xas
onzijdig	xbh1 xan xbb xbk0 xai xac xbj0 xax
ooft	xao1 xae xas
ooftbouw	xao1 xae xas xab xbg0 xav
ooftwijn	xao1 xae xas xbq xbk0 xai xan
oog	xao1 xax
oogappel	xao1 xax xbg0 xap xbj0 xal
oogarts	xao1 xax xbg0 xaq xas xar
oogbal	xao1 xax xab xbg0 xal
oogbol	xao1 xax xab xbh0 xal
oogcontact	xao1 xax xak xbh0 xan xas xbg0 xak xas
ooggetuige	xao1 xax xbj0 xas xbe0 xba xbn xbj0
oogglas	xao1 xax xal xbg0 xar
oogheelkunde	xao1 xax xaf xad0 xal xak xbr0 xan xac xbj0
oogheelkundig	xao1 xax xaf xad0 xal xak xbr0 xan xac xbj0 xax
oogholte	xao1 xax xaf xbh0 xal xas xbj0
oogkas	xao1 xax xak xbg0 xar
oogklep	xao1 xax xak xal xbk0 xap
ooglid	xao1 xax xal xbo0 xas
oogmerk	xao1 xax xam xbk0 xaq xak
oogpotlood	xao1 xax xap xbh0 xas xal xao0 xas
oogpunt	xao1 xax xap xbr0 xan xas
oogst	xao1 xax xar xas
oogsten	xao1 xax xar xas xbj0 xan
oogstjaar	xao1 xax xar xas xaj xaa0 xaq
oogstmaand	xao1 xax xar xas xam xaa0 xan xas
oogstmuis	xao1 xax xar xas xam xbe0 xba xar
oogstseizoen	xao1 xar xas xar xbk0 xai xbb xat0 xan
oogsttijd	xao1 xax xar xas xbk0 xai xas
oogtaal	xao1 xax xas xaa0 xal
oogwenk	xao1 xax xbq xbk0 xbd xak
ooi	xao1 xai
ooibos	xao1 xai xab xbh0 xar
ooien	xao1 xai xbj0 xan
ooievaar	xao1 xaj xbj0 xaw xaa0 xaq
ooievaarsbeet	xao1 xaj xbj0 xaw xaa0 xaq xar xab xad0 xas
ooievaarsbeten	xao1 xaj xbj0 xaw xaa0 xaq xar xab xad0 xas xbj0 xan
ooievaarsdorp	xao1 xai xbj0 xaw xaa0 xaq xar xac xbh0 xaq xap
ooit	xao1 xai xas
ook	xao1 xak
oom	xao1 xam
oomzegger	xao1 xam xbb xbk0 xbn xbj0 xaq
oomzegster	xao1 xam xbb xbk0 xax xar xas xbj0 xaq
oor	xao1 xaq
oorbel	xao1 xaq xab xbk0 xal
oord	xao1 xaq xas
oordeel	xao1 xaq xac xad0 xal
oordeelkundig	xao1 xaq xac xad0 xal xak xbr0 xan xac xbj0 xax
oordeels	xao1 xaq xac xad0 xal xar
oordop	xao1 xaq xac xbh0 xap
oorkondenhypothese	xao1 xaq xak xbh0 xan xac xbj0 xan xaf xag0 xap xao0 xas xad0 xbb xbj0
oorkussen	xao1 xaq xak xbr0 xar xbj0 xan
oorkwal	xao1 xaq xak xbq xbg0 xal
oorlam	xao1 xaq xal xbg0 xam
oorlel	xao1 xaq xal xbk0 xal
oorlof	xao1 xaq xal xbh0 xae
oorlog	xao1 xaq xal xbh0 xax
oorlogen	xao1 xaq xal xao0 xbn xbj0 xan
oorlogje	xao1 xaq xal xbh0 xax xaj xbj0
oorlogsbegroting	xao1 xaq xal xbh0 xax xar xab xbj0 xbn xaq xao0 xas xbo0 xbd
oorlogsbodem	xao1 xaq xal xbh0 xax xar xab xao0 xac xbj0 xam
oorlogsbuit	xao1 xaq xal xbh0 xax xar xab xbe0 xba xas
oorlogscensuur	xao1 xaq xal xbh0 xax xar xbk0 xan xbb xaz0 xaq
oorlogscorrespondent	xao1 xaq xal xbh0 xax xar xak xbh0 xaq xbj0 xar xap xbh0 xan xac xbk0 xan xas
oorlogseconomie	xao1 xaq xal xbh0 xax xar xad0 xak xao0 xan xao0 xam xag0
oorlogsfeit	xao1 xaq xal xbh0 xax xar xae xbk0 xai xas
oorlogsfilm	xao1 xaq xal xbh0 xax xar xae xbo0 xal xam
oorlogsfotograaf	xao1 xaq xal xbh0 xax xar xae xao0 xas xao0 xbn xaq xaa0 xae
oorlogsfotografie	xao1 xaq xal xbh0 xax xar xae xao0 xas xao0 xbn xaq xaa0 xae xag0
oorlogsgas	xao1 xaq xal xbh0 xax xar xax xbg0 xar
oorlogsgebied	xao1 xaq xal xbh0 xax xar xax xbj0 xab xag0 xas
oorlogsgeweld	xao1 xaq xal xbh0 xax xar xax xbj0 xbq xbk0 xal xas
oorlogsgod	xao1 xaq xal xbh0 xax xar xax xbh0 xas
oorlogshandeling	xao1 xal xbh0 xax xar xaf xbg0 xan xac xbj0 xal xbo0 xbd
oorlogsheld	xao1 xaq xal xbh0 xbn xar xaf xbk0 xal xas
oorlogshitser	xao1 xaq xal xbh0 xax xar xaf xbo0 xas xar xbj0 xaq
oorlogsindustrie	xao1 xaq xal xbh0 xax xar xbo0 xan xac xay0 xar xas xaq xag0
oorlogsmachine	xao1 xaq xal xbh0 xax xar xam xaa0 xbp xag0 xan xbj0
oorlogsmisdaad	xao1 xaq xal xbh0 xax xar xam xbo0 xar xac xaa0 xas
oorlogsmisdadiger	xao1 xaq xal xbh0 xax xar xam xbo0 xar xac xaa0 xac xbj0 xbn xbj0 xaq
oorlogsmisdrijf	xao1 xaq xal xbh0 xax xar xam xbo0 xar xac xaq xbk0 xai xae
oorlogsmist	xao1 xaq xal xbh0 xax xar xam xbo0 xar xas
oorlogsmoe	xao1 xaq xal xbh0 xax xar xam xat0
oorlogsmonument	xao1 xaq xal xbh0 xax xar xam xao0 xan xay0 xam xbk0 xan xas
oorlogspad	xao1 xaq xal xbh0 xax xar xap xbg0 xas
oorlogsrecht	xao1 xaq xal xbh0 xax xar xaq xbk0 xax xas
oorlogsroman	xao1 xaq xal xbh0 xax xar xaq xao0 xam xbg0 xan
oorlogsschatting	xao1 xaq xal xbh0 xax xar xax xbg0 xas xbo0 xbd
oorlogsschip	xao1 xaq xal xbh0 xax xar xax xbo0 xap
oorlogsschuld	xao1 xaq xal xbh0 xax xar xax xbr0 xal xas
oorlogsslachtoffer	xao1 xaq xal xbh0 xax xar xbg0 xax xas xbh0 xae xbj0 xaq
oorlogstaal	xao1 xaq xal xbh0 xax xar xas xaa0 xal
oorlogstijd	xao1 xaq xal xbh0 xax xar xas xbk0 xai xas
oorlogstoneel	xao1 xaq xal xbh0 xax xar xas xao0 xan xad0 xal
oorlogstrauma	xao1 xaq xal xbh0 xax xar xas xaq xbg0 xav xam xaa0
oorlogstuig	xao1 xaq xal xbh0 xax xar xas xbe0 xba xax
oorlogsverklaring	xao1 xaq xal xbh0 xax xar xaw xbj0 xaq xak xal xaa0 xaq xbo0 xbd
oorlogsverleden	xao1 xaq xal xbh0 xax xar xae xbj0 xaq xal xad0 xac xbj0 xan
oorlogsverslaggever	xao1 xaq xal xbh0 xax xar xae xbj0 xaq xar xal xbg0 xax xad0 xaw xbj0 xaq
oorlogsveteraan	xao1 xaq xal xbh0 xax xar xae xad0 xas xbj0 xaq xaa0 xan
oorlogsvlieger	xao1 xaq xal xbh0 xax xar xae xal xag0 xbn xbj0 xaq
oorlogsvliegtuig	xao1 xaq xal xbh0 xax xar xae xal xag0 xax xas xbe0 xba xax
oorlogsvluchteling	xao1 xaq xal xbh0 xax xar xae xal xbr0 xax xas xbj0 xal xbo0 xbd
oorlogswapen	xao1 xaq xal xbh0 xax xar xbq xaa0 xap xbj0 xan
oorlogsweduwe	xao1 xaq xal xbh0 xax xar xbq xad0 xac xay0 xbq xbj0
oorlogszucht	xao1 xaq xal xbh0 xax xar xbr0 xax xas
oorlogszuchtig	xao1 xaq xal xbh0 xax xar xbr0 xax xas xbj0 xax
oorlogvoering	xao1 xaq xal xbh0 xax xaw xat0 xaq xbo0 xbd
oorlogzucht	xao1 xaq xal xbh0 xax xar xbr0 xax xas
oorloven	xao1 xaq xal xao0 xaw xbj0 xan
oormerk	xao1 xaq xam xbk0 xaq xak
oormerken	xao1 xaq xam xbk0 xaq xak xbj0 xan
oormijt	xao1 xaq xam xbk0 xai xas
oorontsteking	xao1 xaq xbh0 xan xas xar xas xad0 xak xbo0 xbd
oorpijn	xao1 xaq xap xbk0 xai xan
oorring	xao1 xaq xaq xbo0 xbd
oorrob	xao1 xaq xaq xbh0 xap
oorschelp	xao1 xaq xar xax xbk0 xal xap
oorsmeer	xao1 xaq xar xam xad0 xaq
oorsprong	xao1 xaq xar xap xaq xbh0 xbd
oorspronkelijk	xao1 xaq xar xap xaq xbh0 xbd xak xbj0 xal xbj0 xak
oortelefoon	xao1 xaq xas xad0 xal xbj0 xae xao0 xan
oortelefoons	xao1 xaq xas xad0 xal xbj0 xae xao0 xan xar
ooruil	xbi1 xaq xbe0 xba xal
oorverdovend	xao1 xaq xaw xbj0 xaq xac xao0 xaw xbj0 xan xas
oorvijg	xao1 xaq xaw xbk0 xai xax
oorworm	xao1 xaq xbq xbh0 xaq xam
oorwurm	xao1 xaq xbq xbr0 xaq xam
oorzakelijk	xao1 xaq xbb xaa0 xak xbj0 xal xbj0 xak
oorzakelijkheid	xao1 xaq xbb xaa0 xak xbj0 xal xbj0 xak xaf xbk0 xai xas
oost	xao1 xar xas
oostelijk	xao1 xar xas xbj0 xal xbj0 xak
oosten	xao1 xar xas xbj0 xan
oosterbuur	xao1 xar xas xbj0 xaq xab xaz0 xaq
oostfront	xao1 xar xas xae xaq xbh0 xan xas
oostgrens	xao1 xar xas xax xaq xbk0 xan xar
oostwaarts	xao1 xar xas xbq xaa0 xaq xas xar
ootmoed	xao1 xas xam xat0 xas
ootmoedig	xao1 xas xam xat0 xac xbj0 xax
ootmoedigheid	xao1 xas xam xat0 xac xbj0 xax xaf xbk0 xai xas
op	xbh1 xap
opaak	xao1 xap xaa0 xak
opaal	xbh1 xap xaa0 xal
opaalstern	xao1 xap xaa0 xal xar xas xbk0 xaq xan
opaalsterns	xao1 xap xaa0 xal xar xas xbk0 xaq xan xar
opaline	xao1 xap xaa0 xal xag0 xan xbj0
opbaren	xbh1 xab xaa0 xaq xbj0 xan
opbaring	xbh1 xab xaa0 xaq xbo0 xbd
opbellen	xbh1 xab xbk0 xal xbj0 xan
opbiechten	xbh1 xab xag0 xax xas xbj0 xan
opblaasboot	xbh1 xab xal xaa0 xar xab xao0 xas
opblaasgitaar	xbh1 xab xal xaa0 xar xax xag0 xas xaa0 xaq
opblaaskrokodil	xbh1 xab xal xaa0 xar xak xaq xao0 xak xao0 xac xbo0 xal
opblijven	xbh1 xap xab xal xbk0 xai xaw xbj0 xan
opbod	xbh1 xap xab xbh0 xas
opbokken	xbh1 xap xab xbh0 xak xbj0 xan
opboksen	xbh1 xap xab xbh0 xak xar xbj0 xan
opbouw	xbh1 xap xab xbg0 xav
opbouwen	xbh1 xap xab xbg0 xav xbj0 xan
opbreken	xbh1 xap xab xaq xad0 xak xbj0 xan
opbrengen	xbh1 xap xab xaq xbk0 xbd xbj0 xan
opbrengst	xbh1 xap xab xaq xbk0 xbd xar xas
opdagen	xbh1 xap xac xaa0 xbn xbj0 xan
opdat	xbh1 xab xac xbg0 xas
opdeling	xbh1 xab xac xad0 xal xbo0 xbd
opdiepen	xbh1 xap xac xag0 xap xbj0 xan
opdoeken	xbh1 xap xac xat0 xak xbj0 xan
opdonderen	xbh1 xap xac xbh0 xan xac xbj0 xaq xbj0 xan
opdracht	xbh1 xap xac xaq xbg0 xax xas
opdrachtgever	xbh1 xap xac xaq xbg0 xax xas xax xad0 xaw xbj0 xaq
opdrachtnemer	xbh1 xap xac xaq xbg0 xax xas xan xad0 xam xbj0 xaq
opdrijven	xbh1 xap xac xaq xbk0 xai xaw xbj0 xan
opdringerig	xbh1 xab xac xaq xbo0 xbd xbj0 xaq xbj0 xax
opdrinken	xbh1 xap xac xaq xbo0 xbd xak xbj0 xan
opdrogen	xbh1 xap xac xaq xao0 xbn xbj0 xan
opdruk	xbh1 xap xac xaq xbr0 xak
opdrukken	xbh1 xap xac xaq xbr0 xak xbj0 xan
opeenvolging	xbh1 xap xad0 xan xaw xbh0 xal xbn xbo0 xbd
open	xao1 xap xbj0 xan
openbaren	xao1 xap xbj0 xan xab xaa0 xaq xbj0 xan
openbaring	xao1 xap xbj0 xan xab xaa0 xaq xbo0 xbd
openbreken	xao1 xap xbj0 xan xab xaq xad0 xak xbj0 xan
opendeurdag	xao1 xap xbj0 xan xac xbc0 xaq xac xbg0 xax
opendraaien	xao1 xap xbj0 xan xac xaq xaa0 xai xbj0 xan
openduwen	xao1 xap xbj0 xan xac xay0 xav xbj0 xan
openen	xao1 xap xbj0 xan xbj0 xan
openhaard	xao1 xap xbj0 xan xaf xaa0 xaq xas
openhartoperatie	xao1 xap xbj0 xan xaf xbg0 xaq xas xao0 xap xbj0 xaq xaa0 xas xar xag0
opening	xao1 xap xbj0 xan xbo0 xbd
openingen	xao1 xap xbj0 xan xbo0 xbd xbj0 xan
openingszin	xao1 xap xbj0 xan xbo0 xbd xar xbo0 xan
openingszinnen	xao1 xap xbj0 xan xbo0 xbd xar xbo0 xan xbj0 xan
openinkje	xao1 xap xbj0 xan xbo0 xbd xak xaj xbj0
openlaten	xao1 xap xbj0 xan xal xaa0 xas xbj0 xan
openlopen	xao1 xap xbj0 xan xal xao0 xap xbj0 xan
openluchtmuseum	xao1 xap xbj0 xan xal xbr0 xax xas xam xay0 xbb xad0 xbr0 xam
openluchttheater	xao1 xap xbj0 xan xal xbr0 xax xas xad0 xaa0 xas xbj0 xaq
openmaken	xao1 xap xbj0 xan xam xaa0 xak xbj0 xan
openstaan	xao1 xap xbj0 xan xar xas xaa0 xan
openvouwen	xao1 xap xbj0 xan xaw xbg0 xav xbj0 xan
openwerken	xao1 xap xbj0 xan xbq xbk0 xaq xak xbj0 xan
openzetten	xao1 xap xbj0 xan xbb xbk0 xas xbj0 xan
openzwaaien	xao1 xap xbj0 xan xbb xbq xaa0 xai xbj0 xan
opera	xao1 xap xbj0 xaq xaa0
operacomponist	xao1 xap xbj0 xaq xaa0 xak xbh0 xam xap xao0 xan xbo0 xar xas
operagebouw	xao1 xap xbj0 xaq xaa0 xbn xbj0 xab xbg0 xav
operahuis	xao1 xap xbj0 xaq xaa0 xaf xbe0 xba xar
operatie	xao1 xap xbj0 xaq xaa0 xas xar xag0
operatiekamer	xao1 xap xbj0 xaq xaa0 xas xar xag0 xak xaa0 xam xbj0 xaq
operazanger	xao1 xap xbj0 xaq xaa0 xbb xbg0 xbd xbj0 xaq
operazangeres	xao1 xap xbj0 xaq xaa0 xbb xbg0 xbd xbj0 xaq xbk0 xar
operette	xao1 xap xbj0 xaq xbk0 xas xbj0
opeten	xbh1 xap xad0 xas xbj0 xan
opfleuren	xbh1 xap xae xal xbc0 xaq xbj0 xan
opfokken	xbh1 xap xae xbh0 xak xbj0 xan
opfucken	xbh1 xap xae xbr0 xak xbj0 xan
opgaaf	xbh1 xap xax xaa0 xae
opgaan	xbh1 xap xax xaa0 xan
opgang	xbh1 xap xax xbg0 xbd
opgebruiken	xbh1 xap xbn xbj0 xab xaq xbe0 xba xak xbj0 xan
opgegroeid	xbh1 xap xbn xbj0 xbn xaq xat0 xai xas
opgeruimd	xbh1 xap xax xbj0 xaq xbe0 xba xam xas
opgeven	xbh1 xap xax xad0 xaw xbj0 xan
opgewonden	xbh1 xap xax xbj0 xbq xbh0 xan xac xbj0 xan
opgooien	xbh1 xap xax xao0 xaj xbj0 xan
opgraven	xbh1 xap xax xaq xaa0 xaw xbj0 xan
opgraving	xbh1 xap xax xaq xaa0 xaw xbo0 xbd
opgroeien	xbh1 xap xbn xaq xat0 xai xbj0 xan
ophaalbrug	xbh1 xap xaf xaa0 xal xab xaq xbr0 xax
ophalen	xbh1 xap xaf xaa0 xal xbj0 xan
ophangen	xbh1 xap xaf xbg0 xbd xbj0 xan
ophanging	xbh1 xap xaf xbg0 xbd xbo0 xbd
ophelpen	xbh1 xap xaf xbk0 xal xap xbj0 xan
ophitsen	xbh1 xap xaf xbo0 xas xar xbj0 xan
ophoepelen	xbh1 xap xaf xat0 xap xbj0 xal xbj0 xan
ophokken	xbh1 xap xaf xbh0 xak xbj0 xan
ophokplicht	xbh1 xap xaf xbh0 xak xap xal xbo0 xax xas
ophopen	xbh1 xap xaf xao0 xap xbj0 xan
ophouden	xbh1 xap xaf xbg0 xav xac xbj0 xan
opiaat	xao1 xap xag0 xaj xaa0 xas
opinie	xao1 xap xag0 xan xag0
opiniestuk	xao1 xap xag0 xan xag0 xar xas xbr0 xak
opium	xao1 xap xag0 xbr0 xam
